title,body,source,timestamp,tags
“Ring the Bell for Gender Equality 2024” Menyerukan Investasi untuk Pemberdayaan Ekonomi Perempuan,"Untuk kelima kalinya, Bursa Efek Indonesia Indonesia (BEI) bersama dengan Badan PBB untuk Kesetaraan Gender dan Pemberdayaan Perempuan (UN Women), International Finance Corporation (IFC), Indonesia Global Compact Network (IGCN), and Indonesia Business Coalition for Women’s Empowerment (IBCWE), menyelenggarakan pembunyian bel untuk kesetaraan gender untuk meningkatkan perhatian tentang peran sektor swasta dalam mendorong pencapaian kesetaraan gender. Tahun ini, 121 Bursa Efek di seluruh dunia ikut merayakan 10 tahun “Ring the Bell for Gender Equality” untuk memperingati Hari Perempuan Internasional.",/api/api/publication/news/10599,2024-03-14T12:00:00,
Pembukaan Perdagangan oleh Menteri PPN atau Kepala BAPPENAS dalam rangka Memperdalam Pasar Keuangan untuk Ketangguhan Ekonomi Indonesia,"Dalam rangka memperdalam pasar keuangan untuk ketangguhan ekonomi Indonesia, termasuk pendalaman pasar modal sebagai salah satu bagian penting dari pasar keuangan Indonesia, pada Rabu (13/3) Direktur Utama BEI Iman Rachman menerima kunjungan Menteri PPN/Kepala Bappenas beserta jajaran yang sekaligus melakukan Pembukaan Perdagangan BEI.",/api/api/publication/news/10583,2024-03-13T12:00:00,
Ojol Investor Saham ,"Pada Sabtu (9/3), telah dilaksanakan Forum Mitra Grab se-Pulau Lombok di Taman Budaya, Provinsi NTB. Kegiatan Ojol Investor Saham sudah dilaksanakan sebanyak 15 kali dengan ratusan Ojol sudah menjadi investor Saham. Kegiatan ini bekerja sama dengan Phintraco Sekuritas, BRI Danareksa Sekuritas, Phillip Sekuritas dan NH Korindo Sekuritas. Serta untuk reksa dananya bekerja sama dengan OVO Investasi.
",/api/api/publication/news/10613,2024-03-09T12:00:00,
Workshop Go Public BEI dengan LBS Crowdfunding,"Pada Kamis (7/3), telah dilaksanakan LBS Crowdfunding Forum dengan tema ""A New Way For IPO"". Rangkaian acara berlangsung  di Mainhall BEI. LBS Crowdfunding diselenggarakan dengan upaya untuk mendorong perusahaan penerbit di Securities Crowdfunding (SCF) untuk naik kelas dan memanfaatkan pendanaan melalui Penawaran Umum.
",/api/api/publication/news/10615,2024-03-07T12:00:00,
CSR HUT ke-46 Pasar Modal Indonesia: Bantuan 20 Perahu Nelayan kepada KUD Minasari - Pangandaran,Pada tanggal 7 Maret 2024 telah dilaksanakan kegiatan Seremoni CSR HUT ke-46 pasar modal di Pangandaran berupa Bantuan 20 Perahu Nelayan kepada KUD Minasari. ,/api/api/publication/news/10587,2024-03-07T12:00:00,
"Kuliah Umum ""Transformasi Governansi Pilar Penyangga Integritas OJK"" bersama ADK OJK dan Direktur RPE BEI di Universitas Nusa Cendana Kupang-NTT","Pada Selasa (5/3), Universitas Nusa Cendana terpilih menjadi salah satu tempat terlaksananya Student Integrity Campaign yang dihadiri langsung oleh ADK OJK, Ibu Sophia Wattimena beserta jajaran dan Direktur PT Bursa Efek Indonesia, Bapak Jeffrey Hendrik. Kegiatan dibuka langsung oleh Rektor Universitas Nusa Cendana Prof. Maxsu E. Sanam yang juga memberi sambutan dan apresiasi terhadap OJK dan BEI. Antusiasme terlihat dari 800 lebih civitas akademika yang hadir secara offline dan online.",/api/api/publication/news/10605,2024-03-05T12:00:00,
Pencatatan Obligasi Berkelanjutan IV Chandra Asri Pacific Tahap IV Tahun 2024 pada tanggal 4 Maret 2024,"Pada hari ini, Obligasi Berkelanjutan IV Chandra Asri Pacific Tahap IV Tahun 2024 yang diterbitkan oleh PT Chandra Asri Pacific Tbk. (TPIA) mulai dicatatkan di Bursa Efek Indonesia (BEI).",/api/api/publication/news/10575,2024-03-04T00:00:00,TPIA
CSR HUT ke-46 Pasar Modal Indonesia: Pembuatan Sumur Bor untuk Yayasan Sumur83 NTT ,"Pada hari Minggu, 3 Maret 2024 telah dilaksanakan kegiatan Seremoni CSR HUT ke-46 pasar modal di Nusa Tenggara Timur (NTT) berupa Bantuan Sumur Bor kepada Gereja Talitakumi Nggauk dan Gereja GMIT Anugerah di Kabupaten Rote Ndao, NTT. ",/api/api/publication/news/10585,2024-03-03T12:00:00,
Kegiatan CSR Donor Darah Bersama PMI Kota Jakarta Pusat ,Kegiatan CSR Donor Darah Bersama PMI Kota Jakarta Pusat ,/api/api/publication/news/10571,2024-02-28T15:21:23,"CSR,Donor Darah,SRO,BEI,KPEI,KSEI"
"Kegiatan CSR Donor Darah, Pemeriksaan Kesehatan, dan Bakti Sosial bersama IKPNI","Kegiatan CSR Donor Darah, Pemeriksaan Kesehatan, dan Bakti Sosial bersama IKPNI",/api/api/publication/news/10573,2024-02-28T15:21:23,"SRO,BEI,KPEI,KSEI,CSR,Pasar Modal Indonesia,IDX"
Sosialisasi Pasar Modal sebagai Alternatif Sumber Pendanaan Perusahaan  ,go public,/api/api/publication/news/10577,2024-02-28T00:00:00,"Go Public,IDX,OJK,SEPMT,Malang,KPEI,KSEI"
Pencatatan Obligasi Berkelanjutan I Pyridam Farma Tahap III Tahun 2024 pada tanggal 28 Februari 2024,"Pada hari ini, Obligasi Berkelanjutan I Pyridam Farma Tahap III Tahun 2024 (Obligasi) yang diterbitkan oleh PT Pyridam Farma Tbk. mulai dicatatkan di Bursa Efek Indonesia (BEI).",/api/api/publication/news/10569,2024-02-28T00:00:00,PYFA
Pencatatan Perdana Saham PT Satu Visi Putra Tbk (VISI) di Bursa Efek Indonesia,"Pada Selasa, 27 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Satu Visi Putra Tbk (VISI) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. VISI menjadi perusahaan ke-19 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10565,2024-02-27T00:00:00,VISI
Seremoni Penandatanganan Nota Kesepahaman dan Go Public Seminar  Bekerja Sama dengan Perhimpunan Hotel dan Restoran Indonesia,Testing,/api/api/publication/news/10567,2024-02-26T17:14:45,"IDX,MoU,PHRI"
Pembukaan Perdagangan Bursa Efek Indonesia dalam rangka Pembekalan Literasi Finansial kepada Para Finalis Puteri Indonesia,"Pada Senin, 26 Februari 2024, jam perdagangan Bursa Efek Indonesia (BEI) dibuka oleh PT Mustika Ratu Tbk (MRAT) dan Yayasan Puteri Indonesia dalam rangka pembekalan literasi finansial dalam bentuk workshop ",/api/api/publication/news/10563,2024-02-26T09:00:00,"Putri Indonesia,Pembukaan"
Pencatatan Obligasi Berkelanjutan IV Merdeka Copper Gold Tahap V  Tahun 2024 pada tanggal 26 Februari 2024,"Pada hari ini, Obligasi Berkelanjutan IV Merdeka Copper Gold Tahap V Tahun 2024 yang diterbitkan oleh PT Merdeka Copper Gold (MDKA) mulai dicatatkan di Bursa Efek Indonesia (BEI).",/api/api/publication/news/10561,2024-02-26T00:00:00,MDKA
Pencatatan Perdana Saham dan Waran PT Bersama Mencapai Puncak Tbk (BAIK) di Bursa Efek Indonesia,"Pada Kamis, 15 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Bersama Mencapai Puncak Tbk (BAIK) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. BAIK menjadi perusahaan ke-18 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10555,2024-02-15T09:00:00,BAIK
Seremoni Pencatatan Perdana Saham PT Bersama Mencapai Puncak Tbk (BAIK)  di Bursa Efek Indonesia,"Pada Kamis, 15 Februari 2024, perdagangan PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Bersama Mencapai Puncak Tbk (BAIK) di papan pengembangan BEI. BAIK merupakan perusahaan tercatat ke-18 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10559,2024-02-15T09:00:00,BAIK
Pencatatan Obligasi Berkelanjutan V Medco Energi Internasional Tahap II Tahun 2024 pada tanggal 15 Februari 2024,"Pada hari ini, Obligasi Berkelanjutan V Medco Energi Internasional Tahap II Tahun 2024 yang diterbitkan oleh PT Medco Energi Internasional Tbk (MEDC) mulai dicatatkan di Bursa Efek Indonesia (BEI).",/api/api/publication/news/10557,2024-02-15T00:00:00,MEDC
Seremoni Pencatatan Perdana Saham PT Ecocare Indo Pasifik Tbk (HYGN) di Bursa Efek Indonesia,"Pada Selasa, 13 Februari 2024, perdagangan PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Ecocare Indo Pasifik Tbk (HYGN) di papan pengembangan BEI. HYGN merupakan perusahaan tercatat ke-17 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10553,2024-02-13T09:00:00,HYGN
Pencatatan Perdana Saham PT Ecocare Indo Pasifik Tbk (HYGN) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Ecocare Indo Pasifik Tbk (HYGN) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. HYGN menjadi perusahaan ke-17 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10549,2024-02-13T00:00:00,HYGN
Pencatatan Perdana Saham PT Homeco Victoria Makmur Tbk (LIVE) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Homeco Victoria Makmur Tbk (LIVE) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. LIVE menjadi perusahaan ke-16 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10535,2024-02-12T09:20:00,LIVE
Seremoni Pencatatan Perdana Saham PT Homeco Victoria Makmur Tbk (LIVE) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, jam perdagangan PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Homeco Victoria Makmur Tbk (LIVE) di papan pengembangan BEI. LIVE merupakan perusahaan tercatat ke-16 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10547,2024-02-12T09:20:00,"MEJA,MKAP,LIVE"
Seremoni Pencatatan Perdana Saham PT Multikarya Asia Pasifik Raya Tbk (MKAP) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, jam perdagangan PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Multikarya Asia Pasifik Raya Tbk (MKAP) di papan pengembangan BEI. MKAP merupakan perusahaan tercatat ke-15 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10545,2024-02-12T09:05:00,MKAP
Pencatatan Perdana Saham PT Multikarya Asia Pasifik Raya Tbk (MKAP) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Multikarya Asia Pasifik Raya Tbk (MKAP) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. MKAP menjadi perusahaan ke-15 yang tercatat di BEI pada tahun 2024.

",/api/api/publication/news/10533,2024-02-12T09:02:00,MKAP
Pencatatan Perdana Saham dan Waran PT Harta Djaya Karya Tbk (MEJA) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Harta Djaya Karya Tbk (MEJA) dalam rangka pencatatan perdana saham di Papan Akselerasi BEI. MEJA menjadi perusahaan ke-14 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10531,2024-02-12T09:01:00,MEJA
Seremoni Pencatatan Perdana Saham PT Harta Djaya Karya Tbk (MEJA) di Bursa Efek Indonesia,"Pada Senin, 12 Februari 2024, jam perdagangan PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Harta Djaya Karya Tbk (MEJA) di papan akselerasi BEI. MEJA merupakan perusahaan tercatat ke-14 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10543,2024-02-12T09:00:00,"MEJA,MKAP,LIVE"
Pencatatan Perdana Saham PT Ancara Logistics Indonesia Tbk (ALII) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Ancara Logistics Indonesia Tbk (ALII) dalam rangka pencatatan perdana saham di Papan Utama BEI. ALII menjadi perusahaan ke-13 yang tercatat di BEI pada tahun 2024.
",/api/api/publication/news/10527,2024-02-07T09:25:00,ALII
Pencatatan Perdana Saham dan Waran PT Mitra Pedagang Indonesia Tbk (MPIX) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Mitra Pedagang Indonesia Tbk (MPIX) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. MPIX menjadi perusahaan ke-12 yang tercatat di BEI pada tahun 2024.
MPIX bergerak pada sektor Teknologi dengan sub industri Aplikasi & Jasa Internet. Harga penawaran saham MPIX adalah senilai Rp268,00 per lembar dengan jumlah saham yang dicatatkan sebanyak 1.562.500.000 lembar saham, sehingga kapitalisasi pasarnya adalah senilai Rp418.750.000.000. Selain itu, akan dicatatkan pula Warrant I dengan kode MPIX-W dengan exercise price senilai Rp850,00.
",/api/api/publication/news/10525,2024-02-07T09:20:00,MPIX
Seremoni Pencatatan Perdana Saham PT Ancara Logistics Indonesia Tbk (ALII) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, jam perdagangan PT Bursa Efek Indonesia (BEI) juga dibuka dalam rangka pencatatan perdana saham PT Ancara Logistics Indonesia Tbk (ALII) di papan utama BEI. ALII merupakan perusahaan tercatat ke-13 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10541,2024-02-07T09:20:00,ALII
Pencatatan Perdana Saham PT Terang Dunia Internusa Tbk (UNTD) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, pembukaan perdagangan Bursa Efek Indonesia (BEI) dilakukan oleh PT Terang Dunia Internusa Tbk (UNTD) dalam rangka pencatatan perdana saham di Papan Pengembangan BEI. UNTD menjadi perusahaan ke-11 yang tercatat di BEI pada tahun 2024.
",/api/api/publication/news/10523,2024-02-07T09:16:00,UNTD
Seremoni Pencatatan Perdana Saham PT Mitra Pedagang Indonesia Tbk (MPIX) di Bursa Efek Indonesia,"Pada Rabu, 7 Februari 2024, jam perdagangan lagi PT Bursa Efek Indonesia (BEI) dibuka dalam rangka pencatatan perdana saham PT Mitra Pedagang Indonesia Tbk (MPIX) di papan pengembangan BEI. MPIX merupakan perusahaan tercatat ke-12 yang tercatat di BEI pada tahun 2024.",/api/api/publication/news/10539,2024-02-07T09:15:00,MPIX
